Geneid,Control1,Control2,Control3,Disease1,Disease2,Disease3
ENSG00000286626.2,29,27,20,6,38,47
ENSG00000135387.21,889,562,875,185,687,702
ENSG00000135372.10,491,321,350,138,448,643
ENSG00000166016.6,462,328,404,198,392,687
ENSG00000201867.1,6,7,4,4,7,19
ENSG00000254708.1,35,19,19,10,29,36
ENSG00000220204.1,11,0,2,1,13,17
ENSG00000216708.1,12,10,15,4,17,22
ENSG00000121691.7,487,471,633,157,425,364
ENSG00000135374.11,149,112,154,59,179,228
ENSG00000255271.1,30,27,17,13,39,40
ENSG00000255427.1,13,11,30,5,25,43
ENSG00000135373.13,154,115,137,47,157,264
ENSG00000271369.1,13,8,21,7,22,30
ENSG00000270491.1,4,5,12,2,16,12
ENSG00000149089.13,116,101,131,20,67,113
ENSG00000110435.13,707,624,748,166,305,453
ENSG00000251862.2,7,5,10,3,12,9
ENSG00000289526.2,59,68,70,21,82,174
ENSG00000255521.3,78,52,74,26,78,121
ENSG00000026508.21,279,304,413,123,525,484
ENSG00000255443.1,18,13,13,3,12,13
ENSG00000251194.2,26,13,22,8,31,20
ENSG00000110436.13,352,296,352,115,458,625
ENSG00000255004.1,15,19,16,4,9,33
ENSG00000215380.2,8,3,5,4,9,6
ENSG00000255542.1,11,7,12,6,30,23
ENSG00000149090.13,186,154,205,67,342,422
ENSG00000254669.1,31,8,16,9,16,36
ENSG00000179431.7,75,66,67,23,107,111
ENSG00000254686.2,18,12,14,7,13,28
ENSG00000166326.7,574,433,660,169,617,755
ENSG00000285705.1,39,19,24,15,45,75
ENSG00000186082.9,49,43,34,20,68,82
ENSG00000285740.1,25,44,27,10,44,54
ENSG00000254919.1,24,21,24,8,23,37
ENSG00000179241.13,147,103,141,42,166,192
ENSG00000254672.1,33,30,33,15,38,61
ENSG00000255256.1,14,10,13,3,8,24
ENSG00000241228.1,17,7,15,4,19,30
ENSG00000263389.1,8,1,14,3,3,4
ENSG00000280321.1,25,29,26,10,43,59
ENSG00000110442.12,157,140,158,41,139,174
ENSG00000135362.14,163,124,177,63,192,282
ENSG00000254566.1,18,10,10,8,10,20
ENSG00000255186.1,4,6,10,4,9,16
ENSG00000255060.1,15,21,13,10,23,42
ENSG00000175104.15,297,247,279,99,242,322
ENSG00000280331.1,0,0,0,0,0,0
ENSG00000166349.11,104,87,112,38,173,184
ENSG00000175097.9,35,35,48,9,56,55
ENSG00000166352.18,107,120,96,29,105,138
ENSG00000254498.1,24,19,22,9,21,34
ENSG00000251838.1,5,5,6,1,9,11
ENSG00000242834.1,18,19,16,8,23,30
ENSG00000254516.1,1,4,12,2,12,16
ENSG00000279004.1,4,3,5,2,3,9
ENSG00000254784.1,9,8,15,3,10,18
ENSG00000255477.1,24,8,16,7,21,26
ENSG00000255175.6,41,28,37,11,39,53
ENSG00000254562.7,30,43,38,15,59,67
ENSG00000285751.1,38,34,26,5,41,51
ENSG00000240975.1,14,5,16,7,10,19
ENSG00000201591.1,1,0,5,0,2,3
ENSG00000270588.1,6,9,11,7,15,24
ENSG00000255347.1,12,18,11,2,14,18
ENSG00000279675.1,48,33,48,16,43,76
ENSG00000148948.8,114,85,90,33,103,205
ENSG00000206806.1,2,1,3,0,1,4
ENSG00000254579.2,33,48,45,11,72,72
ENSG00000252922.1,0,2,0,0,1,3
ENSG00000255132.1,25,17,21,5,25,37
ENSG00000255388.6,51,40,48,18,51,117
ENSG00000242729.1,7,10,4,3,14,18
ENSG00000255563.1,12,6,6,7,18,25
ENSG00000255171.7,98,73,77,27,117,149
ENSG00000254668.1,5,4,7,1,11,23
ENSG00000255279.1,15,13,12,7,20,22
ENSG00000254822.1,8,5,12,0,9,12
ENSG00000255300.6,38,28,37,20,44,67
ENSG00000255109.6,48,38,52,14,63,90
ENSG00000254914.1,6,7,4,2,9,11
ENSG00000271028.1,28,15,18,6,25,36
ENSG00000254725.1,11,3,5,2,10,15
ENSG00000251557.4,40,44,51,13,65,94
ENSG00000166181.13,354,280,395,104,281,329
ENSG00000254907.1,20,14,25,11,30,37
ENSG00000252652.1,0,3,2,0,2,2
ENSG00000052841.16,408,286,433,119,426,485
ENSG00000255340.1,3,3,3,0,8,8
ENSG00000254577.1,12,8,14,0,19,18
ENSG00000252355.1,17,3,16,5,13,15
ENSG00000254463.1,20,15,22,4,23,27
ENSG00000213697.3,48,32,48,18,65,97
ENSG00000283217.1,27,26,23,11,37,62
ENSG00000211568.1,5,3,10,2,16,8
ENSG00000235661.3,15,18,21,13,30,38
ENSG00000283341.4,59,62,78,27,82,126
ENSG00000199077.3,14,17,15,7,12,21
ENSG00000149084.13,318,178,196,55,150,214
ENSG00000283393.1,0,0,0,0,0,0
ENSG00000243721.1,0,0,0,0,0,0
ENSG00000254512.1,0,0,0,0,0,0
ENSG00000283483.1,0,0,0,0,0,0
ENSG00000246250.3,71,64,95,21,96,138
ENSG00000283375.1,0,0,0,0,0,0
ENSG00000166199.13,149,117,144,43,112,185
ENSG00000213693.4,70,48,79,14,72,97
ENSG00000244926.7,49,38,47,10,66,86
ENSG00000254409.3,68,72,76,34,77,134
ENSG00000187479.9,39,39,46,20,69,74
ENSG00000244953.1,65,90,84,34,76,139
ENSG00000205126.2,109,91,120,47,142,208
ENSG00000110455.14,217,176,196,105,225,352
ENSG00000255165.1,5,10,5,2,17,13
ENSG00000151348.16,369,347,415,160,556,609
ENSG00000052850.8,222,180,226,133,270,375
ENSG00000255451.1,17,13,23,6,21,42
ENSG00000255106.1,27,21,18,10,45,43
ENSG00000085117.12,194,151,161,69,191,335
ENSG00000254693.1,16,25,17,5,20,29
ENSG00000255092.1,44,32,31,23,36,56
ENSG00000244267.1,15,7,10,12,22,25
ENSG00000275725.1,5,3,2,3,3,6
ENSG00000255079.1,29,22,21,15,23,53
ENSG00000255032.1,21,33,23,10,29,44
ENSG00000157570.12,279,218,249,123,285,448
ENSG00000175274.19,284,251,268,146,376,490
ENSG00000254654.2,76,56,44,30,68,108
ENSG00000287984.1,31,16,38,13,31,77
ENSG00000019485.14,511,388,487,214,626,806
ENSG00000254664.1,17,20,18,8,20,35
ENSG00000019505.8,117,82,106,60,190,235
ENSG00000254497.1,36,29,24,15,36,46
ENSG00000254427.3,83,92,78,43,144,199
ENSG00000255267.4,84,55,68,26,116,146
ENSG00000255041.1,29,30,16,3,24,43
ENSG00000286418.1,61,59,81,49,102,146
ENSG00000254651.1,0,0,0,0,0,0
ENSG00000254746.6,118,86,116,41,137,209
ENSG00000255519.1,15,9,10,3,14,24
ENSG00000254514.1,29,17,18,4,34,42
ENSG00000175264.8,167,139,162,78,206,233
ENSG00000255091.1,12,8,13,9,18,40
ENSG00000276639.1,5,2,5,1,7,17
ENSG00000254519.5,229,178,177,57,220,322
ENSG00000255426.1,18,7,11,7,15,15
ENSG00000255226.2,98,89,67,32,106,157
ENSG00000205106.5,50,35,40,14,52,68
ENSG00000181830.9,142,162,146,73,165,279
ENSG00000255447.1,29,24,29,14,35,47
ENSG00000121671.12,915,650,799,213,584,900
ENSG00000121653.11,185,188,153,99,242,322
ENSG00000255498.1,0,0,0,0,0,0
ENSG00000234776.5,19,21,21,19,41,60
ENSG00000121680.16,159,177,148,95,244,343
ENSG00000165905.18,213,217,180,99,228,338
ENSG00000135365.17,380,304,421,157,437,556
ENSG00000254653.1,13,5,19,5,10,17
ENSG00000255314.4,38,24,41,9,43,42
ENSG00000254871.1,38,33,16,13,38,63
ENSG00000255269.3,46,43,35,14,66,93
ENSG00000254639.1,39,20,38,15,41,62
ENSG00000289990.1,23,21,24,10,29,52
ENSG00000255007.3,25,23,35,6,35,43
ENSG00000157613.11,171,153,163,92,269,307
ENSG00000149091.15,886,632,683,329,789,1131
ENSG00000264102.1,0,0,0,0,0,0
ENSG00000110492.17,96,94,84,31,141,152
ENSG00000180720.8,115,92,84,44,140,215
ENSG00000110497.15,459,283,346,149,414,586
ENSG00000244313.3,230,189,189,24,152,131
ENSG00000265014.1,0,0,0,0,0,0
ENSG00000283497.1,0,0,0,0,0,0
ENSG00000285658.1,27,23,23,4,22,31
ENSG00000180423.4,67,53,58,19,71,79
ENSG00000175224.17,333,285,287,107,336,436
ENSG00000175220.12,251,211,242,131,347,399
ENSG00000175213.3,130,134,116,61,140,201
ENSG00000180210.15,144,142,155,73,195,254
ENSG00000175216.15,1455,814,1162,253,954,998
ENSG00000263540.1,8,3,0,1,15,8
ENSG00000252427.1,3,1,3,0,7,5
ENSG00000212135.1,8,1,4,0,12,4
ENSG00000247675.8,37,24,32,22,54,74
ENSG00000134569.10,591,432,483,238,697,1019
ENSG00000286450.1,81,53,39,21,70,105
ENSG00000149179.14,130,100,158,76,162,249
ENSG00000271350.1,13,16,10,2,12,2
ENSG00000255520.1,12,4,8,3,8,17
ENSG00000149182.15,649,450,625,205,450,817
ENSG00000270060.1,37,21,44,11,30,59
ENSG00000165912.16,1547,874,1284,324,499,1225
ENSG00000275208.1,10,9,8,2,7,9
ENSG00000243802.2,12,7,5,2,9,10
ENSG00000134574.12,137,106,132,61,166,203
ENSG00000256897.1,41,32,28,6,37,36
ENSG00000134575.13,192,129,176,68,198,238
ENSG00000025434.19,180,133,106,55,187,247
ENSG00000110514.20,701,541,622,221,721,945
ENSG00000256746.5,27,22,24,20,41,46
ENSG00000283338.1,8,6,3,1,9,15
ENSG00000134571.12,362,340,329,189,502,626
ENSG00000066336.12,102,105,121,48,149,204
ENSG00000255197.7,98,97,65,37,93,172
ENSG00000264583.1,5,3,10,3,8,9
ENSG00000165915.14,266,220,254,93,298,383
ENSG00000165916.9,732,523,653,158,403,525
ENSG00000165917.10,300,194,249,101,208,253
ENSG00000149187.19,1200,731,1038,288,803,1069
ENSG00000270072.1,16,10,10,5,7,7
ENSG00000265559.2,4,9,10,1,10,9
ENSG00000213619.11,588,452,693,97,217,327
ENSG00000110536.14,142,117,141,44,109,119
ENSG00000123444.14,97,89,97,31,97,118
ENSG00000200376.1,12,5,11,3,6,12
ENSG00000231880.2,0,0,0,0,0,0
ENSG00000196666.6,80,71,85,41,105,115
ENSG00000172247.4,99,78,80,32,104,124
ENSG00000109919.10,552,377,496,88,289,309
ENSG00000165923.17,144,120,118,44,156,241
ENSG00000109920.13,606,479,460,138,596,561
ENSG00000200090.1,15,9,9,5,12,24
ENSG00000030066.14,461,357,450,144,488,590
ENSG00000271543.1,3,3,7,0,5,8
ENSG00000252941.1,1,3,2,1,0,10
ENSG00000252874.2,3,7,5,0,3,17
ENSG00000271557.1,24,19,10,3,20,25
ENSG00000254780.1,20,19,10,4,19,26
ENSG00000149177.15,304,235,279,116,361,529
ENSG00000254879.1,10,3,10,5,14,15
ENSG00000263693.1,4,5,7,2,6,13
ENSG00000175619.3,14,14,17,6,18,31
ENSG00000255514.1,43,40,43,16,51,74
ENSG00000172208.7,16,27,16,8,18,36
ENSG00000176567.1,25,11,20,6,43,49
ENSG00000176555.1,18,11,29,6,20,30
ENSG00000176547.11,19,14,19,5,12,30
ENSG00000197161.7,25,14,23,12,33,20
ENSG00000176540.3,33,17,28,11,25,42
ENSG00000182565.8,14,8,13,3,26,33
ENSG00000184789.6,28,16,23,11,21,46
ENSG00000254925.1,17,11,17,3,25,29
ENSG00000255215.1,10,9,14,2,15,21
ENSG00000237388.3,20,8,13,6,15,28
ENSG00000255113.1,10,6,9,2,7,17
ENSG00000255304.1,14,13,18,2,23,25
ENSG00000254832.1,13,13,16,3,25,45
ENSG00000255534.1,14,10,12,4,24,39
ENSG00000213607.4,0,3,0,7,0,9
ENSG00000255297.1,19,10,11,8,32,25
ENSG00000254674.1,14,17,15,7,21,35
ENSG00000255053.1,21,18,27,8,21,46
ENSG00000255551.1,16,10,14,7,20,23
ENSG00000254728.1,87,60,85,29,106,133
ENSG00000254920.1,6,3,2,1,0,5
ENSG00000255527.1,7,8,16,4,11,20
ENSG00000249910.3,46,26,31,6,38,65
ENSG00000254517.1,17,17,24,7,20,30
ENSG00000220948.6,36,29,35,11,60,64
ENSG00000254764.2,25,13,46,9,33,47
ENSG00000205044.7,43,36,40,13,72,108
ENSG00000182053.13,32,45,46,10,56,73
ENSG00000288434.1,83,56,51,22,80,120
ENSG00000214891.9,39,30,29,5,44,60
ENSG00000276637.1,17,5,10,2,17,25
ENSG00000254801.1,8,3,3,0,7,5
ENSG00000229361.5,24,13,18,10,27,36
ENSG00000255452.1,18,5,8,1,5,15
ENSG00000254412.1,46,65,64,19,86,123
ENSG00000255338.1,3,1,6,1,23,5
ENSG00000254993.2,32,32,35,9,45,75
ENSG00000254567.2,22,16,21,8,15,35
ENSG00000086205.18,65,69,95,25,125,134
ENSG00000255532.2,16,5,4,8,18,26
ENSG00000290402.1,6,6,8,1,7,13
ENSG00000123447.6,8,5,11,5,17,22
ENSG00000254496.1,4,2,2,4,11,10
ENSG00000226268.3,19,24,28,8,20,27
ENSG00000290401.1,0,0,0,0,0,0
ENSG00000205035.9,0,0,0,0,0,0
ENSG00000254487.2,53,50,56,26,81,102
ENSG00000255268.2,30,27,18,9,38,31
ENSG00000219061.4,23,27,42,15,48,63
ENSG00000265973.1,14,23,16,11,29,42
ENSG00000288177.1,40,33,29,16,27,64
ENSG00000255550.1,39,33,33,22,44,66
ENSG00000255214.1,9,11,6,3,8,15
ENSG00000255190.2,0,1,2,1,2,7
ENSG00000254800.2,0,0,0,0,0,0
ENSG00000255111.1,53,49,67,25,85,97
ENSG00000254408.1,18,13,16,7,28,25
ENSG00000254472.1,12,10,10,3,23,23
ENSG00000254637.1,12,8,15,6,22,23
ENSG00000254940.1,15,10,20,7,33,37
ENSG00000254624.1,17,5,10,3,23,21
ENSG00000258817.1,12,12,12,2,21,32
ENSG00000221954.2,11,12,15,2,22,26
ENSG00000283605.1,12,10,23,11,31,31
ENSG00000260811.3,18,7,12,4,15,20
ENSG00000260595.1,20,12,16,12,26,26
ENSG00000255199.2,17,7,14,5,19,30
ENSG00000255442.1,31,35,43,14,49,78
ENSG00000287538.1,32,34,33,6,37,61
ENSG00000286983.1,67,68,72,16,58,111
ENSG00000236919.3,44,31,40,28,51,83
ENSG00000291108.1,49,60,58,36,60,115
ENSG00000255500.2,18,13,18,3,27,42
ENSG00000255042.6,0,2,5,0,4,5
ENSG00000255001.1,0,1,3,0,1,0
ENSG00000254518.1,30,19,26,6,48,45
ENSG00000290412.1,45,15,49,16,37,72
ENSG00000254840.2,0,0,0,0,0,0
ENSG00000214883.4,30,24,41,9,28,46
ENSG00000237610.1,7,10,5,5,33,27
ENSG00000185926.1,18,13,15,8,31,28
ENSG00000255312.1,13,7,13,1,26,32
ENSG00000255560.1,5,10,16,3,25,5
ENSG00000254769.4,7,11,14,3,19,36
ENSG00000254464.1,14,3,6,4,20,17
ENSG00000227547.3,14,6,14,12,33,30
ENSG00000225997.1,14,14,16,1,31,24
ENSG00000255349.1,17,15,15,4,28,27
ENSG00000221840.4,17,15,12,6,43,26
ENSG00000255078.1,16,17,35,12,37,36
ENSG00000150244.12,33,30,38,7,71,60
ENSG00000255543.1,1,5,4,4,10,18
ENSG00000255283.3,40,26,34,15,64,58
ENSG00000255110.1,4,5,3,3,10,12
ENSG00000166007.12,10,11,17,7,31,37
ENSG00000290417.1,4,5,0,0,0,3
ENSG00000254828.1,10,13,6,3,40,34
ENSG00000254663.1,15,7,18,9,31,39
ENSG00000254723.1,19,14,14,4,17,25
ENSG00000181961.5,23,12,18,4,15,26
ENSG00000181958.5,18,7,18,3,21,38
ENSG00000254891.1,15,11,15,2,20,33
ENSG00000255077.1,9,8,6,5,24,12
ENSG00000255493.2,20,26,23,4,28,39
ENSG00000255196.1,21,19,16,4,19,35
ENSG00000181950.3,13,11,22,12,23,40
ENSG00000255294.2,22,26,22,11,35,45
ENSG00000181943.5,21,17,11,9,23,24
ENSG00000290405.1,2,5,4,4,6,12
ENSG00000254576.3,0,0,0,0,0,0
ENSG00000233301.1,29,23,17,6,20,39
ENSG00000181939.3,14,10,11,10,26,35
ENSG00000279514.2,10,9,18,5,23,32
ENSG00000172188.6,33,42,0,11,23,25
ENSG00000181927.4,24,16,0,2,27,17
ENSG00000174982.4,23,15,0,10,15,22
ENSG00000181903.7,21,23,27,13,32,56
ENSG00000254841.1,19,5,0,2,5,9
ENSG00000188439.3,24,10,0,5,10,17
ENSG00000254804.1,8,11,0,2,2,4
ENSG00000254457.3,10,14,12,3,20,27
ENSG00000186886.8,27,23,25,15,44,60
ENSG00000181837.7,17,17,20,6,19,33
ENSG00000279761.2,17,9,18,11,15,31
ENSG00000255019.1,12,17,22,11,18,33
ENSG00000186113.1,23,20,13,7,25,43
ENSG00000279395.3,23,17,38,7,19,30
ENSG00000186119.9,23,10,19,7,24,33
ENSG00000205030.1,14,17,14,4,27,29
ENSG00000205029.1,10,19,13,6,22,23
ENSG00000290411.1,21,24,29,12,28,51
ENSG00000186124.5,0,0,0,0,0,0
ENSG00000255204.1,34,20,20,7,33,40
ENSG00000255499.1,3,10,7,3,2,5
ENSG00000254547.1,104,56,81,39,73,110
ENSG00000124900.12,41,38,49,11,69,70
ENSG00000227806.1,13,9,14,3,19,24
ENSG00000187612.1,15,9,9,4,16,22
ENSG00000167825.3,14,12,6,2,28,20
ENSG00000255416.1,5,15,12,4,17,31
ENSG00000254807.1,5,3,9,1,12,9
ENSG00000174970.5,20,13,35,8,36,42
ENSG00000214880.3,17,10,14,11,18,27
ENSG00000149133.1,7,9,7,7,25,29
ENSG00000182365.4,15,8,15,4,22,35
ENSG00000181785.3,149,90,130,41,232,206
ENSG00000290744.1,10,4,5,1,6,11
ENSG00000184741.7,0,0,0,0,0,0
ENSG00000181780.4,10,12,13,10,22,30
ENSG00000225538.3,0,0,0,0,0,0
ENSG00000290745.1,5,11,4,0,9,9
ENSG00000172154.11,8,16,6,1,22,29
ENSG00000254524.1,2,0,4,3,3,13
ENSG00000181767.3,31,14,36,10,42,48
ENSG00000255140.1,7,8,3,3,7,6
ENSG00000181761.5,26,27,17,9,27,32
ENSG00000254848.1,8,8,12,1,10,17
ENSG00000167822.3,26,11,25,6,36,41
ENSG00000254947.1,11,22,5,4,18,27
ENSG00000181752.3,9,11,12,3,8,33
ENSG00000255217.1,7,9,5,4,9,8
ENSG00000174957.1,18,12,14,2,14,35
ENSG00000230213.1,7,7,13,3,15,14
ENSG00000213604.4,11,10,8,2,10,14
ENSG00000254658.3,37,22,25,16,55,71
ENSG00000181718.7,34,18,27,26,46,54
ENSG00000172489.7,13,8,8,3,22,16
ENSG00000181698.5,12,13,15,2,22,42
ENSG00000181693.9,31,16,36,6,36,44
ENSG00000255461.1,24,19,25,9,29,32
ENSG00000280314.4,25,24,22,5,22,58
ENSG00000254722.1,30,26,34,9,42,59
ENSG00000255134.1,14,9,14,0,10,21
ENSG00000150261.5,12,9,9,5,19,18
ENSG00000172487.4,14,11,19,8,27,23
ENSG00000242208.1,7,5,11,1,16,24
ENSG00000172199.1,17,17,12,8,18,26
ENSG00000254903.1,20,5,9,2,12,18
ENSG00000255466.1,10,9,4,6,15,19
ENSG00000272987.1,13,11,20,6,15,33
ENSG00000279961.2,22,12,19,8,19,40
ENSG00000230416.3,14,22,6,5,27,23
ENSG00000284732.1,42,30,53,25,52,82
ENSG00000150269.1,0,0,0,0,0,0
ENSG00000174937.5,13,16,11,8,17,16
ENSG00000290753.1,70,36,63,8,84,78
ENSG00000254752.3,0,0,0,0,0,0
ENSG00000181371.5,15,12,17,7,18,16
ENSG00000254411.1,27,20,9,5,18,25
ENSG00000254490.1,18,9,15,6,14,27
ENSG00000254660.1,12,8,13,5,25,24
ENSG00000254603.1,27,19,16,4,18,32
ENSG00000185701.7,12,12,17,9,23,34
ENSG00000255223.5,25,17,20,7,23,47
ENSG00000254834.5,9,15,18,4,14,23
ENSG00000166693.7,22,17,18,12,29,43
ENSG00000255012.3,42,40,34,12,59,69
ENSG00000255172.2,14,9,18,4,18,24
ENSG00000197866.3,14,3,16,8,20,25
ENSG00000254795.1,12,14,20,4,29,29
ENSG00000172464.4,20,8,11,4,15,22
ENSG00000172459.5,20,22,17,3,11,21
ENSG00000290752.1,21,18,19,3,24,20
ENSG00000232511.5,0,0,0,0,0,0
ENSG00000238041.3,7,14,13,4,24,25
ENSG00000174914.3,51,27,56,11,77,91
ENSG00000254953.1,1,4,2,2,10,13
ENSG00000181325.7,15,19,18,8,33,37
ENSG00000172457.7,32,31,33,14,55,71
ENSG00000274770.1,2,2,2,0,2,4
ENSG00000286704.1,8,8,10,4,21,19
ENSG00000254825.1,17,15,11,5,11,31
ENSG00000181296.3,11,21,19,6,17,41
ENSG00000255485.1,22,13,13,8,12,20
ENSG00000205025.9,4,1,0,2,7,9
ENSG00000290749.1,1,0,1,0,0,0
ENSG00000241356.2,8,6,8,10,11,21
ENSG00000255433.5,39,37,52,7,71,71
ENSG00000274150.1,60,54,66,28,77,102
ENSG00000181282.5,18,17,10,7,12,20
ENSG00000181273.3,24,12,13,7,12,21
ENSG00000255083.2,12,5,15,7,17,26
ENSG00000273228.1,8,7,10,2,4,24
ENSG00000283307.1,16,11,14,7,13,25
ENSG00000272676.1,14,15,9,6,6,13
ENSG00000273255.1,4,3,8,1,6,15
ENSG00000183908.7,133,104,123,72,179,218
ENSG00000134817.12,148,145,205,81,220,274
ENSG00000149115.14,766,496,582,267,632,954
ENSG00000254662.1,7,5,14,5,10,23
ENSG00000149136.9,406,251,338,144,358,459
ENSG00000109991.10,207,184,186,113,195,394
ENSG00000156575.2,48,49,45,16,84,86
ENSG00000186652.10,40,50,58,27,53,92
ENSG00000254979.5,0,0,0,2,0,0
ENSG00000134802.18,183,166,198,93,229,286
ENSG00000252070.1,7,8,7,0,19,9
ENSG00000222998.1,22,9,8,4,27,16
ENSG00000186907.8,78,71,75,41,83,152
ENSG00000255301.1,0,0,0,0,0,0
ENSG00000149150.9,235,212,228,99,283,369
ENSG00000265566.2,13,5,4,4,12,7
ENSG00000134809.9,114,133,89,39,97,138
ENSG00000214872.9,1313,633,463,133,1140,815
ENSG00000156587.16,94,104,89,27,104,154
ENSG00000240371.1,16,14,7,5,23,26
ENSG00000149131.17,262,173,249,79,267,311
ENSG00000254602.2,78,65,70,12,83,128
ENSG00000208009.1,3,5,8,1,10,11
ENSG00000166793.13,152,115,106,65,176,249
ENSG00000172409.7,96,80,74,30,71,126
ENSG00000156599.11,551,344,471,134,348,445
ENSG00000156603.20,55,35,45,17,72,79
ENSG00000288534.1,0,0,0,0,0,0
ENSG00000213593.10,177,136,176,54,134,159
ENSG00000213592.4,17,14,16,7,20,37
ENSG00000211450.11,88,66,78,28,55,123
ENSG00000254732.2,6,15,22,7,9,24
ENSG00000233436.8,127,120,116,48,194,224
ENSG00000198561.16,165,82,170,63,197,226
ENSG00000290827.1,92,74,71,34,99,118
ENSG00000255303.3,1,0,2,0,2,2
ENSG00000255266.1,13,7,8,4,21,14
ENSG00000180714.3,29,16,28,12,22,50
ENSG00000254749.1,18,17,22,8,25,33
ENSG00000254601.1,14,6,9,0,2,12
ENSG00000186509.4,51,36,44,23,70,73
ENSG00000200817.1,1,1,1,0,4,4
ENSG00000279051.5,15,19,10,9,21,38
ENSG00000236541.1,14,27,27,15,29,52
ENSG00000255146.1,44,31,25,13,40,87
ENSG00000254853.1,15,11,17,8,32,35
ENSG00000255131.2,31,38,29,7,57,59
ENSG00000272685.1,29,12,13,7,34,52
ENSG00000172377.3,53,39,44,19,61,73
ENSG00000186508.4,14,19,18,8,31,27
ENSG00000272569.1,13,8,11,2,18,33
ENSG00000186513.4,44,29,58,23,81,87
ENSG00000197887.6,20,15,24,9,21,28
ENSG00000280204.4,32,28,19,11,30,63
ENSG00000180475.4,33,33,36,15,31,62
ENSG00000254589.1,18,15,15,4,14,22
ENSG00000172772.3,38,27,29,12,46,63
ENSG00000272900.1,34,17,28,5,23,48
ENSG00000255218.1,13,10,15,2,11,25
ENSG00000255431.1,25,7,19,1,28,36
ENSG00000255096.2,16,7,21,4,16,22
ENSG00000255333.1,11,7,13,4,19,42
ENSG00000197786.3,16,11,13,5,19,25
ENSG00000233499.1,20,9,12,11,17,24
ENSG00000273408.1,14,9,6,8,21,27
ENSG00000172769.4,19,17,8,9,17,41
ENSG00000172365.4,35,20,37,18,50,59
ENSG00000172362.4,17,12,14,11,21,16
ENSG00000285895.1,10,16,12,4,16,29
ENSG00000255299.5,27,17,44,8,34,54
ENSG00000198283.3,20,14,20,5,41,37
ENSG00000110031.13,110,82,92,38,121,162
ENSG00000186660.15,537,348,528,113,382,411
ENSG00000255073.8,0,0,0,0,0,0
ENSG00000269570.2,17,7,13,2,27,24
ENSG00000242689.3,32,18,42,9,38,55
ENSG00000280010.1,11,24,21,10,27,42
ENSG00000149124.11,62,37,45,20,59,117
ENSG00000197254.4,19,8,18,9,24,43
ENSG00000254926.1,21,22,34,4,41,54
ENSG00000289621.2,30,22,40,16,42,70
ENSG00000255265.1,6,7,7,2,9,15
ENSG00000156689.7,32,27,33,9,37,77
ENSG00000290884.1,9,0,5,1,7,7
ENSG00000254717.3,9,13,19,5,21,30
ENSG00000166840.14,77,70,79,30,114,119
ENSG00000255523.1,16,8,15,13,34,34
ENSG00000255240.6,104,77,96,37,190,204
ENSG00000254877.1,20,19,11,7,20,32
ENSG00000255189.1,27,18,32,5,42,49
ENSG00000254786.1,24,13,21,9,35,46
ENSG00000254399.2,7,3,13,5,21,24
ENSG00000255151.2,18,19,29,14,38,68
ENSG00000288788.1,21,12,12,5,19,38
ENSG00000289635.2,37,27,36,16,63,47
ENSG00000189057.11,52,39,66,20,80,78
ENSG00000245571.7,48,39,55,14,47,98
ENSG00000255381.1,4,5,10,2,16,14
ENSG00000166801.17,171,147,197,58,221,256
ENSG00000110042.8,206,172,207,79,302,399
ENSG00000197629.6,135,73,152,39,175,177
ENSG00000263999.2,18,12,10,8,11,23
ENSG00000225802.3,29,18,26,10,46,66
ENSG00000254799.1,19,20,23,15,21,57
ENSG00000214797.3,100,76,100,31,107,100
ENSG00000254704.3,48,32,68,20,67,95
ENSG00000263944.2,12,9,11,4,21,14
ENSG00000235678.3,18,7,18,3,26,39
ENSG00000255386.1,23,14,22,15,22,48
ENSG00000176495.3,134,104,104,44,171,233
ENSG00000198261.3,21,15,13,3,26,45
ENSG00000172324.6,147,88,116,56,177,207
ENSG00000172320.4,126,88,108,51,170,211
ENSG00000166884.3,12,22,23,5,40,40
ENSG00000254466.2,48,15,37,17,58,56
ENSG00000204989.3,17,15,24,9,24,38
ENSG00000176200.1,15,14,30,10,26,55
ENSG00000172742.6,108,102,110,39,134,141
ENSG00000254770.1,34,24,35,18,51,61
ENSG00000287264.1,15,20,15,6,32,55
ENSG00000255008.5,86,73,68,25,118,97
ENSG00000255139.2,43,34,40,20,48,74
ENSG00000110048.12,764,538,721,173,524,637
ENSG00000264559.1,0,3,3,1,2,11
ENSG00000166889.14,346,249,397,73,317,296
ENSG00000255355.1,11,9,12,4,17,26
ENSG00000223223.1,18,7,11,5,10,20
ENSG00000172289.3,18,8,12,5,21,33
ENSG00000166900.17,245,180,245,108,293,384
ENSG00000254403.1,22,11,17,5,14,24
ENSG00000254743.1,9,13,15,4,17,17
ENSG00000255538.1,26,20,10,9,31,35
ENSG00000254477.2,48,38,41,15,47,70
ENSG00000234964.4,20,4,6,5,14,11
ENSG00000166902.5,253,212,278,44,118,137
ENSG00000134812.8,57,51,57,29,72,113
ENSG00000134827.8,42,36,53,14,59,86
ENSG00000285231.2,26,20,23,7,33,51
ENSG00000270929.1,17,19,24,11,30,47
ENSG00000284873.1,10,13,18,10,16,31
ENSG00000214788.3,0,0,0,0,0,0
ENSG00000285010.2,1,3,5,3,9,12
ENSG00000255393.3,24,26,26,9,28,52
ENSG00000149507.7,28,29,21,12,29,37
ENSG00000149516.14,40,32,43,8,32,77
